기관명,차량번호,차량모델,모델연도,주행거리,예정가,낙찰금액,입찰건수,차량설명(특이사항),경매일시,보관소,상세URL,공고번호
성남시청,XXX9188,마티즈 0.8S AT,2008,0,"150,000","1,070,000",10,"최초등록일(2008-01-16) 차량키없음. 방치차량. 폐차수준. 견인요망. 엔진/밋션점검확인불가. 주행거리확인불가. 원부상마지막주행거리41.946km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK462023A2439&p_Code=6&p_CarNo=49서9188&window=ok,2023-2439
성남시청,XXX0851,ACCORD 2.4,2016,"219,156","4,200,000","4,560,000",4,"엔진체크등점등. 오일누유. 핸들유격/소음발생. 엔진소음매우심함. 하체소음심함. 원부상마지막주행거리218.842km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK462023A2439&p_Code=7&p_CarNo=54어0851&window=ok,2023-2439
성남시청,XXX4797,벨로스터(VELOSTER),2013,"139,831","1,500,000","3,370,000",30,"최초등록일2012.06.08. 밧데리방전. 엔진체크등점등. 엔진부조현상있음. 간혈적시동꺼짐. 주행점검불가. 장기방치차량,낙찰시 견인요망 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK462023A2439&p_Code=8&p_CarNo=67우4797&window=ok,2023-2439
성남시청,XXX5577,포터Ⅱ냉동탑차,2011,0,"700,000","2,170,000",26,"최초등록일(2011-06-22) 차량키없음. 방치차량. 견인요망. 엔진/밋션점검확인불가. 주행거리확인불가. 전면도어(좌측)사고미수리차량. 장기방치차량, 주행거리불명원부상마지막주행거리155.896km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함 번호판 안내 번호",,,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK462023A2439&p_Code=9&p_CarNo=83다5577&window=ok,2023-2439
성남시청,XXX9832,다마스밴,2010,0,"200,000","860,000",6,"차량키없음. 방치차량. 견인요망. 엔진/밋션점검확인불가. 주행거리확인불가. 주행거리불명, 원부상마지막주행거리134.134km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 30000원 [ 저당:1건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK462023A2439&p_Code=10&p_CarNo=83저9832&window=ok,2023-2439
성남시청,XXX9112,봉고Ⅲ 1톤,2016,0,"4,000,000","6,390,000",7,"최초등록일2015.12.24. 차량키없음. 방치차량. 견인요망. 엔진/밋션점검확인불가. 주행거리확인불가. 전범퍼사고미수리차량. 원부상마지막주행거리26.666km. 실주행거리확인요망.주행거리불명 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK462023A2439&p_Code=11&p_CarNo=88거9112&window=ok,2023-2439
성남시청,XXX2323,포터Ⅱ냉동탑차 (PORTER Ⅱ),2014,"471,565","630,000","2,100,000",28,"최초등록일(2014-04-15) 오일누유매우심함. 브레이크소음/밀림. 조향시유격있음. 리모컨키훼손. 전범퍼사고미수리차량. 원부상마지막주행거리145.270km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK462023A2439&p_Code=12&p_CarNo=90로2323&window=ok,2023-2439
성남시청,XXX9311,모닝 (휘발유),2009,0,"200,000","1,300,000",25,"구변1건확인요망. 차량키없음. 타이어펑크. 견인요망. 엔진/밋션점검확인불가. 주행거리확인불가. 원부상마지막주행거리70.659km. 실주행거리확인요망.장기방치차량, 주행거리불명 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMKK462025A643&p_Code=1&p_CarNo=14주9311&window=ok,2025-643
은평구청,XXX1549,레이 (휘발유),2015,"53,836","3,000,000","4,980,000",30,"최초등록일(2014-08-14). 파워윈도우스위치파손. 하체소음. 오일누유. 트렁크쇼바불량. 하체부식. 원부상 마지막 주행거리(53,569)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 30000원 [ 저당:1건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122022A1938&p_Code=2&p_CarNo=45오1549&window=ok,2022-1938
은평구청,XXX4877,Qashqai,2015,"178,251","1,000,000","8,468,000",37,"최초등록일(2014-12-19) 제작연도:2014년. 차량내 소화기 없음(낙찰자 설치 의무있음).엔진체크등점등. 오토/스탑고장메시지점등. 조향유격/소음. 사제네비(거치형)/후방카메라장착. 오일누유심함. 차체진동. 전면유리파손. 하체소음심함/쇼바소음. 가속불능/변속불량/운행불가/견인요망/활대링크파손/등속조인트누유. 원부상마지막 주행거리 175,011KM 실주",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122025A301&p_Code=3&p_CarNo=31도4877&window=ok,2025-301
은평구청,XXX0934,투싼 (경유),2016,"135,997","4,500,000","6,980,000",22,"밧데리방전/최초등록일2015-10-27 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A1328&p_Code=2&p_CarNo=06마0934&window=ok,2024-1328
은평구청,XXX3971,K7 (휘발유),2010,"104,380","300,000","1,765,000",18,"최초등록일(2010-01-12) 차량내소화기없음 낙찰자설치의무있음 공고문참고요망/밧데리방전 시동잘안걸림 키리모콘불량 타이어3개펑크 공기압체크등점등 하체부식 실내오염 제작년도확인불가 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함 번호판 안내 번호판이 1개 이상 없는 차량으로 낙찰후 이",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122025A301&p_Code=4&p_CarNo=37버3971&window=ok,2025-301
은평구청,XXX0161,모닝 (휘발유),2015,"102,938","800,000","3,690,000",134,"밧데리방전/제작년도.최초등록일2014-08-12, 장기방치차챠량, 실내/외 오염있음 말소등록비 ( 등록면허세) 15000원 [ 저당:0건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함 번호판 안내 번호판이 1개 이상 없는 차량으로 낙찰후 이전시 기존 번호판 반납 및 신규번호판 수령여부를 진행기관에 확인하여야 합니다.",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122025A301&p_Code=5&p_CarNo=53보0161&window=ok,2025-301
은평구청,377우3651,렉스턴,2023,"14,771","22,000,000","31,290,000",27,"최초등록일(2022-11-09) 제작년도 2022년차량내 소화기 없음(낙찰자 설치 의무있음).실차 확인 후 입찰 요함 말소등록비 ( 등록면허세) 30000원 [ 저당:1건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122025A1082&p_Code=1&p_CarNo=377우3651&window=ok,2025-1082
은평구청,97수0307,포터Ⅱ (PORTERⅡ),2020,"86,723","13,000,000","15,730,000",7,"최초등록일(2020-09-22) 제작년도 2020년차량내 소화기 없음(낙찰자 설치 의무있음).실차 확인 후 입찰 요함 말소등록비 ( 등록면허세) 30000원 [ 저당:1건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122025A1082&p_Code=2&p_CarNo=97수0307&window=ok,2025-1082
은평구청,66로0720,카니발,2012,"198,485","1,000,000","1,810,000",10,"차량내 소화기 없음(낙찰자 설치 의무있음).최초등록일2012-07-12 전면유리돌자국있음 말소등록비 ( 등록면허세) 30000원 [ 저당:1건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122025A1082&p_Code=3&p_CarNo=66로0720&window=ok,2025-1082
은평구청,49나1767,BMW 528i,2008,"143,855","800,000","1,650,000",9,"최초등록일(2008-05-23) 차량내 소화기 없음(낙찰자 설치 의무있음).밧데리방전(낙찰시 견인요망)/제작년도2008/전조등전구1개교환바람/전면유리돌자국있음, 장기미운행 차량. 엔진상태 확인불가 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122025A1082&p_Code=4&p_CarNo=49나1767&window=ok,2025-1082
은평구청,82너4488,포터Ⅱ(PORTERⅡ),2009,"353,700","700,000","1,450,000",10,"최초등록일(2008-09-05) 차량내 소화기 없음(낙찰자 설치 의무있음).제작년도:2008년, 영업용이력있음 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122025A1082&p_Code=5&p_CarNo=82너4488&window=ok,2025-1082
은평구청,89루0141,렉스턴스포츠,2020,"100,016","9,500,000","14,619,000",40,"최초등록일(2020-06-11) 차량내 소화기 없음(낙찰자 설치 의무있음). 자동차검사만료일(2024-06-10) 구조변경건수(1건) 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122025A1449&p_Code=1&p_CarNo=89루0141&window=ok,2025-1449
은평구청,284루4183,쏘렌토,2017,"162,246","5,000,000","8,160,000",4,"최초등록일(2017-04-06) 차량내 소화기 없음(낙찰자 설치 의무있음). 차량키1개, 메뉴얼없음, 장기방치로 악취 매우심함, 조수석 전후도어 굴곡심함, 엔진 고착으로 시동불능, 일부점검 불가, 엔진상태 확인불가, 낙찰시 견인요함, 실내 장기 흡연으로 악취 그을림 매우심함, 점검내용과 상이할수있으니 입찰전반드시 현물 확인후 입찰 바랍니다. 말소등록비 ( ",,오토마트 광주보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122025A1449&p_Code=2&p_CarNo=284루4183&window=ok,2025-1449
은평구청,XXX0446,쏘나타,2017,"73,860","6,000,000","9,119,000",23,"전면유리미세돌자국있음/최초등록일2016-11-30 말소등록비 ( 등록면허세) 30000원 [ 저당:2건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A1931&p_Code=1&p_CarNo=05조0446&window=ok,2024-1931
은평구청,XXX4361,300C,2008,"285,831","400,000","1,685,000",16,"최초등록일(2008-12-11) 밧데리방전 키리모콘불량 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A1931&p_Code=2&p_CarNo=12서4361&window=ok,2024-1931
은평구청,XXX8755,A4 2.0 TFSI Quattro,2011,"175,456","2,000,000","2,333,000",4,"최초등록일(2011-01-07) 밧데리방전/등속고무불량 말소등록비 ( 등록면허세) 30000원 [ 저당:2건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A1931&p_Code=3&p_CarNo=41누8755&window=ok,2024-1931
은평구청,XXX3338,봉고3 1.2톤,2021,"21,770","9,000,000","16,500,000",18,"최초등록일(2021-03-18) 부분판금도장 굴곡생활흠집 있음 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A1931&p_Code=4&p_CarNo=92로3338&window=ok,2024-1931
은평구청,XXX0301,도요다 하이랜드,2004,"224,949","700,000","4,359,000",20,"밧데리방전/실내곰팡이발생 오염/운전석썬바이저 탈착/라디에이터뚜껑쪽에서 부동액넘친흔적있음 확인바람/최초등록2016-01-18, 장기방치차량 말소등록비 ( 등록면허세) 15000원 [ 저당:0건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A1328&p_Code=1&p_CarNo=02노0301&window=ok,2024-1328
은평구청,XXX4977,Jetta 1.6,2014,"176,563","3,000,000","3,500,000",3,"최초등록일(2014-06-19) 밧데리방전/전면유리미세돌자국있음/공기압체크등점등조향.차선이탈장치체크등점등 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A1328&p_Code=3&p_CarNo=11보4977&window=ok,2024-1328
은평구청,XXX7235,MINI Cooper,2013,"85,715","4,500,000","4,889,000",6,"최초등록일(2012-09-19) 밧데리방전.조수석발판빗물유입흔적있음 말소등록비 ( 등록면허세) 30000원 [ 저당:1건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122022A1938&p_Code=1&p_CarNo=30다7235&window=ok,2022-1938
은평구청,XXX1053,모닝 (휘발유),2016,"92,657","1,500,000","2,500,000",11,"최초등록일(2015-11-20) 밧데리방전/2인승 승용밴.공기압체크등점등 말소등록비 ( 등록면허세) 30000원 [ 저당:1건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함 번호판 안내 번호판이 1개 이상 없는 차량으로 낙찰후 이전시 기존 번호판 반납 및 신규번호판 수령여부를 진행기관에 확인하여야 합니다.",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A1328&p_Code=4&p_CarNo=58조1053&window=ok,2024-1328
은평구청,XXXX6784,벨로스터(VELOSTER),2019,"156,992","1,800,000","2,100,000",3,"최초등록일(2019-04-10) *공매차량 특성상 점검내용이 상이 하더라도 책임지지 않습니다. 반드시 차량 상태를 직접 확인후 입찰바람.시동불량 낙찰시 견인요망,구조변경건수(2건)/확인요망 말소등록비 ( 등록면허세) 30000원 [ 저당:2건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기동부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A1021&p_Code=1&p_CarNo=139누6784&window=ok,2024-1021
은평구청,XXXX6784,벨로스터(VELOSTER),2019,"156,992","2,000,000","3,730,000",7,"최초등록일(2019-04-10) *공매차량 특성상 점검내용이 상이 하더라도 책임지지 않습니다. 반드시 차량 상태를 직접 확인후 입찰바람.시동불량 낙찰시 견인요망,구조변경건수(2건)/확인요망 말소등록비 ( 등록면허세) 30000원 [ 저당:2건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기동부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A809&p_Code=1&p_CarNo=139누6784&window=ok,2024-809
은평구청,XXX9536,BMW320dGranTurismoxDrive,2017,"167,431","10,000,000","12,402,000",16,"최초등록일(2017-10-31) 전면유리미세돌자국있음/키2개외없음 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A689&p_Code=1&p_CarNo=06너9536&window=ok,2024-689
은평구청,XXX1193,트랙스 1.4,2018,"81,369","5,500,000","7,372,000",2,"최초등록일(2018-02-28) 밧데리방전/사제내비장착/전면유리미세돌자국있음 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A689&p_Code=2&p_CarNo=11라1193&window=ok,2024-689
은평구청,XXX5422,QM5,2015,"176,538","3,600,000","3,600,000",1,"최초등록일(2015-01-15) 전면유리미세돌자국있음/간혈적으로떨림있음 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A689&p_Code=3&p_CarNo=31로5422&window=ok,2024-689
은평구청,XXX0730,그랜저,2014,"181,876","3,000,000","5,188,000",38,"최초등록일 2013-06-05리모콘(스마트키)1개와 매뉴얼없음원부의 마지막주행거리129,249Km(실주행거리확인요망)원부의 자동차검사종료일(2022-06-04)영업용 이력이 (1)건. 경고등확인. 부식있음. 실내곰팡이있음. 엔진,미션등 하자클레임 불가함.낙찰시 낙찰자 책임하에 실내쓰레기 수거해야함.점검자자 놓칠수있으니 실차확인하여 정확히 파악후 입찰요함.잔",,오토마트 전북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A184&p_Code=1&p_CarNo=28두0730&window=ok,2024-184
은평구청,XXX5422,QM5,2015,"176,538","4,000,000",,0,"최초등록일(2015-01-15) 전면유리미세돌자국있음/간혈적으로떨림있음 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122024A184&p_Code=2&p_CarNo=31로5422&window=ok,2024-184
은평구청,XXXX7810,SM6,2017,"157,226","5,000,000","5,160,000",1,"영업용이력있음/최초등록일2018-01-03/조수석 앞타이어파손.렉카요망/ 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122023A1056&p_Code=1&p_CarNo=179저7810&window=ok,2023-1056
은평구청,XXXX8424,S5004MaticL,2016,"144,221","36,000,000",,0,"밧데리방전.어댑티브하이빔 지능형라이트 어시스트프러스 작동하지않음/최초등록일2015-10-22 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122023A1056&p_Code=2&p_CarNo=273너8424&window=ok,2023-1056
은평구청,XXX4597,K5 (휘발유),2012,"141,978","1,500,000","4,150,000",55,"최초등록일2011-11-15 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122023A1763&p_Code=1&p_CarNo=30버4597&window=ok,2023-1763
은평구청,XXX1436,투싼(TUCSON),2004,"181,379","600,000","1,325,000",8,"노후차량. 폐차수준. 오일누유심함. 벨트균열. 무선리모콘불능. 엔진룸부식. 하체소음심함. 주행시핸들쏠림및 터보소음있음. 사제네비/후방감지기및 카메라장착(네비액정불능및 작동불량). 등속조인트/웜기어누유및 불량. 하체부싱불량. 하체소음심함. 원부상 마지막 주행거리( 181,311)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122023A639&p_Code=1&p_CarNo=02소1436&window=ok,2023-639
은평구청,XXXX8424,S5004MaticL,2016,"144,221","40,000,000",,0,"밧데리방전.어댑티브하이빔 지능형라이트 어시스트프러스 작동하지않음/최초등록일2015-10-22 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122023A639&p_Code=2&p_CarNo=273너8424&window=ok,2023-639
은평구청,XXX3456,아반떼(AVANTE),2014,"161,236","2,000,000","3,513,000",12,"최초등록일(2013-07-15). 오일누유. 에어백경고등점등(장착유무확인불가). 엔진체크등점등. 자동썬루프버튼훼손및 작동불량. 엔진부조/트렁크물유입흔적있음/등속조인트고무부츠훼손및 구리스누유. 히팅핸들작동불능. 원부상 마지막 주행거리(131,448)km. 실주행거리확인요망. 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 ",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW122023A639&p_Code=3&p_CarNo=66조3456&window=ok,2023-639
성동구청,XXX2217,에쿠스(EQUUS),2013,"333,633","1,350,000","3,560,000",11,최초등록일(2013-02-13) 제작연도:2013년. 소화기없음/낙찰자 구비의무있음. 방치차량. 시동불능/엔진및미션확인불가/점검불가/견인요망. 오일누유심함. 냉각수없음. 헤드업작동불능. 전방모니터작동불능/옵션및작동유무확인불가. 사이드스텝몰딩흠집. 후열전동시트작동불능. 조수석도어포켓없음. 차량상태및 사고유무 입찰차 반드시 현물직접 확인요망(클레임불가) 원부상,,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW042025A370&p_Code=5&p_CarNo=23다2217&window=ok,2025-370
성동구청,XXX9732,모하비,2008,"218,670","2,700,000","4,399,000",34,"최초등록일(2008-06-03) 차량내소화기없음 낙찰자설치의무있음 공고문참고요망/제작년도2008/키리모콘불량/ 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW042025A370&p_Code=4&p_CarNo=25루9732&window=ok,2025-370
성동구청,XXX2188,재규어 XF 3.0D,2013,0,"720,000","2,170,000",22,"최초등록일(2013-04-18) 스마트키1개, 매뉴얼 있음낙찰시견인필요함, 주행거리불명, 계기판 작동불량 말소등록비 ( 등록면허세) 15000원 [ 저당:1건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 대구보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW042025A370&p_Code=3&p_CarNo=31버2188&window=ok,2025-370
양천구청,XXX8512,스파크 1.0 DOHC LPG,2014,"301,687","200,000","723,000",19,"최초등록일(2014-06-09) 시동불가.점검불가.밋션이상 체인지레버허당 기아변속안됨 렉카요망.운행불가, 장기방치, 실내/외 오염있음 말소등록비 ( 등록면허세) 0원 [ 저당:0건, 가압류:0건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 경기북부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW152024A1671&p_Code=6&p_CarNo=57루8512&window=ok,2024-1671
양천구청,XXXX7224,CHEVROLETCAMARO,2021,"18,556","30,000,000","35,270,000",8,"최초등록일(2022-02-17). 제작연도:2021년3월. 차량내 소화기 없음(낙찰자 설치 의무있음). 차체떨림/엔진부조 말소등록비 ( 등록면허세) 30000원 [ 저당:1건, 가압류:1건 ] 추가압류 및 차량등록사무소의 부과기준 등은 직접 확인요함",,오토마트 인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMSW152025A597&p_Code=1&p_CarNo=143수7224&window=ok,2025-597
